path	review_unit	units_reviewed	review_method	status	notes
results/roi_signatures/roi_behavior_associations.tsv	rows	2561	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	2560 data rows; 11 columns.
results/roi_signatures/roi_definitions.tsv	rows	33	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	32 data rows; 14 columns.
results/roi_signatures/roi_label_matches.tsv	rows	153	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	152 data rows; 4 columns.
results/roi_signatures/roi_mask_build_report.tsv	rows	33	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	32 data rows; 14 columns.
results/roi_signatures/roi_masks_report.md	lines	75	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/roi_signatures/roi_robustness.tsv	rows	641	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	640 data rows; 8 columns.
results/roi_signatures/roi_signature_analysis_report.md	lines	101	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/roi_signatures/roi_stats.tsv	rows	961	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	960 data rows; 16 columns.
results/roi_signatures/roi_values.tsv.gz	rows	28225	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	28224 data rows; 11 columns.
results/roi_signatures/signature_behavior_associations.tsv	rows	801	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	800 data rows; 11 columns.
results/roi_signatures/signature_stats.tsv	rows	301	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	300 data rows; 15 columns.
results/roi_signatures/signature_values.tsv.gz	rows	9703	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	9702 data rows; 12 columns.
results/roi_signatures/tian_labels_parsed.tsv	rows	55	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	54 data rows; 6 columns.
results/sensitivity_audits/down_regulation_attenuation_robustness/README.md	lines	11	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/sensitivity_audits/down_regulation_attenuation_robustness/canonical_down_minus_passive_roi_results.tsv	rows	97	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	96 data rows; 14 columns.
results/sensitivity_audits/down_regulation_attenuation_robustness/canonical_down_minus_passive_sign_stability_summary.tsv	rows	43	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	42 data rows; 9 columns.
results/sensitivity_audits/down_regulation_attenuation_robustness/canonical_down_minus_passive_signature_results.tsv	rows	31	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	30 data rows; 14 columns.
results/sensitivity_audits/down_regulation_attenuation_robustness/selected_down_minus_passive_roi_results.tsv	rows	22	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	21 data rows; 6 columns.
results/sensitivity_audits/down_regulation_attenuation_robustness/selected_down_minus_passive_signature_results.tsv	rows	13	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	12 data rows; 6 columns.
results/sensitivity_audits/matched_coupling_controls/README.md	lines	10	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/sensitivity_audits/matched_coupling_controls/circular_shift_null.tsv	rows	5001	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	5000 data rows; 3 columns.
results/sensitivity_audits/matched_coupling_controls/coupling_dcm_summary.tsv	rows	17	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	16 data rows; 5 columns.
results/sensitivity_audits/matched_coupling_controls/reported_coupling_summary.tsv	rows	10	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	9 data rows; 8 columns.
results/sensitivity_audits/matched_coupling_controls/shared_source_permutation_null.tsv	rows	5001	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	5000 data rows; 3 columns.
results/sensitivity_audits/neural_matched_passive_roi/README.md	lines	13	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/sensitivity_audits/neural_matched_passive_roi/neural_matched_passive_subject_differences.tsv	rows	8257	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	8256 data rows; 9 columns.
results/sensitivity_audits/neural_matched_passive_roi/neural_matched_passive_summary.tsv	rows	257	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	256 data rows; 10 columns.
results/sensitivity_audits/neural_matched_passive_roi/standardized_run_level_roi_signature_values.tsv	rows	99265	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	99264 data rows; 5 columns.
results/sensitivity_audits/nps_contrast_consistency/README.md	lines	14	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/sensitivity_audits/nps_contrast_consistency/nps_direct_vs_arithmetic_condition_difference_summary.tsv	rows	5	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	4 data rows; 12 columns.
results/sensitivity_audits/nps_contrast_consistency/nps_direct_vs_paired_subject_level.tsv	rows	265	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	264 data rows; 8 columns.
results/sensitivity_audits/nps_contrast_consistency/nps_direct_vs_paired_summary.tsv	rows	5	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	4 data rows; 16 columns.
results/sensitivity_audits/nps_contrast_consistency/nps_subject_condition_values_used.tsv	rows	185	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	184 data rows; 27 columns.
results/sensitivity_audits/nps_participant_influence/README.md	lines	15	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/sensitivity_audits/nps_participant_influence/nps_largest_participant_deviations.tsv	rows	81	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	80 data rows; 6 columns.
results/sensitivity_audits/nps_participant_influence/nps_leave_one_participant_out_means.tsv	rows	265	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	264 data rows; 6 columns.
results/sensitivity_audits/nps_participant_influence/nps_participant_influence_summary.tsv	rows	9	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	8 data rows; 20 columns.
results/sensitivity_audits/nps_participant_influence/nps_participant_values.tsv	rows	9	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	8 data rows; 12 columns.
results/sensitivity_audits/passive_run_position_controls/README.md	lines	13	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/sensitivity_audits/passive_run_position_controls/behavioral_run_position_matched_results.tsv	rows	13	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	12 data rows; 9 columns.
results/sensitivity_audits/passive_run_position_controls/matched_passive_behavior_subject_runs.tsv	rows	199	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	198 data rows; 10 columns.
results/sensitivity_audits/passive_run_position_controls/matched_passive_run_table.tsv	rows	67	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	66 data rows; 6 columns.
results/sensitivity_audits/passive_run_position_controls/run_condition_table.tsv	rows	298	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	297 data rows; 13 columns.
results/sensitivity_audits/passive_run_position_controls/run_position_habituation_summaries.tsv	rows	3	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	2 data rows; 7 columns.
results/sensitivity_audits/roi_inference_qc/README.md	lines	14	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/sensitivity_audits/roi_inference_qc/condition_by_analysis_set_run_counts.tsv	rows	7	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	6 data rows; 5 columns.
results/sensitivity_audits/roi_inference_qc/contrast_by_analysis_set_subject_counts.tsv	rows	11	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	10 data rows; 4 columns.
results/sensitivity_audits/roi_inference_qc/full_32_roi_down_minus_passive_table.tsv	rows	97	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	96 data rows; 9 columns.
results/sensitivity_audits/roi_inference_qc/inferential_hierarchy.tsv	rows	7	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	6 data rows; 5 columns.
results/sensitivity_audits/roi_inference_qc/roi_all_roi_fdr_table.tsv	rows	97	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	96 data rows; 9 columns.
results/sensitivity_audits/roi_inference_qc/run_condition_qc_table.tsv	rows	298	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	297 data rows; 21 columns.
results/sensitivity_audits/sensitivity_key_results_summary.tsv	rows	19	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	18 data rows; 9 columns.
results/sensitivity_audits/state_dependence_coupling_null_controls/additional_controls_descriptives.tsv	rows	7	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	6 data rows; 2 columns.
results/sensitivity_audits/state_dependence_coupling_null_controls/additional_room_trimmed_model_contrasts.tsv	rows	25	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	24 data rows; 10 columns.
results/sensitivity_audits/state_dependence_coupling_null_controls/additional_room_trimmed_model_terms.tsv	rows	329	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	328 data rows; 11 columns.
results/sensitivity_audits/state_dependence_coupling_null_controls/boundary_trimmed_state_dependence_results.tsv	rows	25	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	24 data rows; 10 columns.
results/sensitivity_audits/state_dependence_coupling_null_controls/coupling_null_simulation_summary.tsv	rows	3	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	2 data rows; 14 columns.
results/sensitivity_audits/state_dependence_coupling_null_controls/null_simulation_coefficients.tsv	rows	4001	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	4000 data rows; 5 columns.
results/sensitivity_audits/state_dependence_coupling_null_controls/null_simulation_summary.tsv	rows	3	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	2 data rows; 14 columns.
results/sensitivity_audits/state_dependence_coupling_null_controls/run_metadata.json	lines	7	Every text line reviewed and the complete JSON document parsed.	pass	
results/sensitivity_audits/state_dependence_sensitivity_controls/README.md	lines	13	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/sensitivity_audits/state_dependence_sensitivity_controls/crossfit_passive_baseline_log.tsv	rows	34	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	33 data rows; 5 columns.
results/sensitivity_audits/state_dependence_sensitivity_controls/crossfit_passive_baseline_results.tsv	rows	37	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	36 data rows; 13 columns.
results/sensitivity_audits/state_dependence_sensitivity_controls/crossfit_passive_baseline_trial_table.tsv	rows	661	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	660 data rows; 45 columns.
results/sensitivity_audits/state_dependence_sensitivity_controls/descriptives_and_margins.tsv	rows	34	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	33 data rows; 10 columns.
results/sensitivity_audits/state_dependence_sensitivity_controls/expected_pain_bin_results.tsv	rows	10	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	9 data rows; 13 columns.
results/sensitivity_audits/state_dependence_sensitivity_controls/run_metadata.json	lines	11	Every text line reviewed and the complete JSON document parsed.	pass	
results/sensitivity_audits/state_dependence_sensitivity_controls/sensitivity_model_contrasts.tsv	rows	25	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	24 data rows; 9 columns.
results/sensitivity_audits/state_dependence_sensitivity_controls/sensitivity_model_terms.tsv	rows	25	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	24 data rows; 11 columns.
results/sensitivity_audits/state_dependence_sensitivity_controls/state_dependence_sensitivity_summary.tsv	rows	49	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	48 data rows; 17 columns.
results/sensitivity_audits/state_dependence_sensitivity_controls/stimulus_bin_results.tsv	rows	10	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	9 data rows; 13 columns.
results/trialwise_connectivity/README.md	lines	11	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/trialwise_connectivity/ec_lagged_edge_contrast_tests.tsv	rows	1562	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	1561 data rows; 15 columns.
results/trialwise_connectivity/ec_lagged_edges.tsv.gz	rows	51514	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	51513 data rows; 8 columns.
results/trialwise_connectivity/fc_beta_series_edges.tsv.gz	rows	28645	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	28644 data rows; 7 columns.
results/trialwise_connectivity/fc_edge_contrast_tests.tsv	rows	869	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	868 data rows; 14 columns.
results/trialwise_connectivity/pathway_behavior_correlations.tsv	rows	3858	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	3857 data rows; 12 columns.
results/trialwise_connectivity/pathway_edge_inventory.tsv	rows	224	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	223 data rows; 7 columns.
results/trialwise_connectivity/pathway_score_tests.tsv	rows	134	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	133 data rows; 13 columns.
results/trialwise_connectivity/pathway_scores.tsv	rows	4390	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	4389 data rows; 6 columns.
results/trialwise_connectivity/roi_activity_subject_summary.tsv	rows	1057	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	1056 data rows; 10 columns.
results/trialwise_connectivity/roi_activity_subject_tests.tsv	rows	225	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	224 data rows; 12 columns.
results/trialwise_connectivity/roi_behavior_correlations.tsv	rows	4061	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	4060 data rows; 13 columns.
results/trialwise_connectivity/roi_definitions_used.tsv	rows	33	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	32 data rows; 15 columns.
results/trialwise_connectivity/run_inventory_roi_lss.tsv	rows	289	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	288 data rows; 9 columns.
results/trialwise_connectivity/screening_predictor_outcome_matrix.tsv	rows	34	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	33 data rows; 41 columns.
results/trialwise_connectivity/screening_reduced_pathway_family_summary.tsv	rows	4	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	3 data rows; 16 columns.
results/trialwise_connectivity/screening_reduced_pathway_leave_one_out.tsv	rows	19	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	18 data rows; 15 columns.
results/trialwise_connectivity/screening_reduced_pathway_models_report.md	lines	33	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/trialwise_connectivity/screening_reduced_pathway_results.tsv	rows	19	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	18 data rows; 43 columns.
results/trialwise_connectivity/screening_reduced_pathway_specs.tsv	rows	19	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	18 data rows; 8 columns.
results/trialwise_connectivity/targeted_ec_edges.tsv	rows	3697	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	3696 data rows; 10 columns.
results/trialwise_connectivity/targeted_ec_tests.tsv	rows	113	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	112 data rows; 15 columns.
results/trialwise_connectivity/targeted_family_summary.tsv	rows	35	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	34 data rows; 7 columns.
results/trialwise_connectivity/targeted_fc_edges.tsv	rows	10627	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	10626 data rows; 9 columns.
results/trialwise_connectivity/targeted_fc_tests.tsv	rows	323	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	322 data rows; 15 columns.
results/trialwise_connectivity/targeted_pathway_fc_ec_behavior_report.md	lines	159	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/trialwise_connectivity/targeted_roi_activity_long.tsv	rows	661	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	660 data rows; 12 columns.
results/trialwise_connectivity/targeted_roi_activity_tests.tsv	rows	141	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	140 data rows; 15 columns.
results/trialwise_connectivity/trialwise_roi_fc_ec_report.md	lines	35	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/trialwise_connectivity/trialwise_roi_lss_wide.tsv.gz	rows	3103	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	3102 data rows; 55 columns.
tools/diagnose_lss_design_estimability.py	lines	285	Every source line reviewed; AST syntax, identifiers, comments, docstrings, argparse destinations, paths, and public-language checks.	pass	
tools/extract_bids_acquisition_parameters.py	lines	116	Every source line reviewed; AST syntax, identifiers, comments, docstrings, argparse destinations, paths, and public-language checks.	pass	
tools/preflight_analysis_inputs.py	lines	185	Every source line reviewed; AST syntax, identifiers, comments, docstrings, argparse destinations, paths, and public-language checks.	pass	
tools/preflight_sessionwise_dcm_inputs.py	lines	217	Every source line reviewed; AST syntax, identifiers, comments, docstrings, argparse destinations, paths, and public-language checks.	pass	
tools/set_png_dpi.py	lines	23	Every source line reviewed; AST syntax, identifiers, comments, docstrings, argparse destinations, paths, and public-language checks.	pass	
tools/validate_repository.py	lines	265	Every source line reviewed; AST syntax, identifiers, comments, docstrings, argparse destinations, paths, and public-language checks.	pass	
tools/verify_reproduced_outputs.py	lines	138	Every source line reviewed; AST syntax, identifiers, comments, docstrings, argparse destinations, paths, and public-language checks.	pass	
