subject	run	analysis_decision	sensitivity_exclude_candidate	pre_glm_decision	pre_glm_flag	bold_smoothed	bold_unsmoothed	brain_mask	events_long	events_stim	confounds_glm	main_include	strict_sensitivity_include
sub-09	4	KEEP	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-04/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-04/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-04/confounds_standard.tsv	True	True
sub-09	5	KEEP_WITH_WARNING	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-05/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-05/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-05/confounds_standard.tsv	True	True
sub-09	6	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-06/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-06/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-06/confounds_standard.tsv	True	False
sub-09	7	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-07/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-07/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-07/confounds_standard.tsv	True	False
sub-09	8	KEEP_WITH_WARNING	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-08/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-08/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-08/confounds_standard.tsv	True	True
sub-09	9	KEEP_WITH_WARNING	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-09/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-09/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-09/confounds_standard.tsv	True	True
sub-10	1	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-01/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-01/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-01/confounds_standard.tsv	True	False
sub-10	3	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-03/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-03/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-03/confounds_standard.tsv	True	False
sub-10	4	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-04/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-04/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-04/confounds_standard.tsv	True	False
sub-10	7	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-07/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-07/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-07/confounds_standard.tsv	True	False
sub-10	8	KEEP_WITH_WARNING	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-08/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-08/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-08/confounds_standard.tsv	True	True
sub-10	9	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-09/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-09/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-09/confounds_standard.tsv	True	False
sub-11	1	KEEP_WITH_WARNING	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-01/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-01/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-01/confounds_standard.tsv	True	True
sub-11	2	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-02/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-02/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-02/confounds_standard.tsv	True	False
sub-11	3	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-03/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-03/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-03/confounds_standard.tsv	True	False
sub-11	4	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-04/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-04/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-04/confounds_standard.tsv	True	False
sub-11	5	KEEP_WITH_WARNING	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-05/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-05/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-05/confounds_standard.tsv	True	True
sub-11	6	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-06/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-06/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-06/confounds_standard.tsv	True	False
sub-11	7	KEEP	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-07/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-07/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-07/confounds_standard.tsv	True	True
sub-11	8	KEEP_WITH_WARNING	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-08/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-08/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-08/confounds_standard.tsv	True	True
sub-11	9	KEEP	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-09/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-09/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-09/confounds_standard.tsv	True	True
sub-12	1	KEEP_WITH_WARNING	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-01/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-01/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-01/confounds_standard.tsv	True	True
sub-12	2	KEEP	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-02/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-02/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-02/confounds_standard.tsv	True	True
sub-12	3	KEEP	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-03/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-03/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-03/confounds_standard.tsv	True	True
sub-12	4	KEEP_WITH_WARNING	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-04/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-04/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-04/confounds_standard.tsv	True	True
sub-12	5	KEEP_WITH_WARNING	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-05/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-05/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-05/confounds_standard.tsv	True	True
sub-12	6	KEEP_WITH_WARNING	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-06/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-06/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-06/confounds_standard.tsv	True	True
sub-12	7	KEEP_WITH_WARNING	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-07/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-07/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-07/confounds_standard.tsv	True	True
sub-12	8	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-08/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-08/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-08/confounds_standard.tsv	True	False
sub-12	9	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-09/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-09/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-09/confounds_standard.tsv	True	False
